Time [s],Channel 5,Channel 6
424.694481282,0,1
424.695750928,1,1
424.698382880,0,1
424.698418548,0,0
425.704496054,0,1
425.706909320,0,0
426.714510952,0,1
426.716923968,0,0
427.724525826,0,1
427.726938842,0,0
428.734540662,0,1
428.736953678,0,0
429.744555484,0,1
429.746968750,0,0
430.754570374,0,1
430.756983392,0,0
431.764585234,0,1
431.766998252,0,0
432.774600124,0,1
432.777013140,0,0
433.784614966,0,1
433.787027984,0,0
434.794629788,0,1
434.795899470,1,1
434.798531246,0,1
434.798567052,0,0
435.804644786,0,1
435.807057802,0,0
436.814659716,0,1
436.817072732,0,0
437.824674476,0,1
437.827087492,0,0
438.834689374,0,1
438.837102390,0,0
439.844704212,0,1
439.847117228,0,0
440.854719154,0,1
440.857132172,0,0
441.864733970,0,1
441.867146988,0,0
442.874748810,0,1
442.877161828,0,0
443.884763634,0,1
443.887176650,0,0
444.894778542,0,1
444.896048040,1,1
444.898679398,0,1
444.898715808,0,0
445.904793184,0,1
445.907206452,0,0
446.914808092,0,1
446.917221108,0,0
447.924822928,0,1
447.927236196,0,0
448.934837844,0,1
448.937250860,0,0
449.944852624,0,1
449.947265892,0,0
450.954867504,0,1
450.957280770,0,0
451.964882354,0,1
451.967295372,0,0
452.974897200,0,1
452.977310468,0,0
453.984912056,0,1
453.987325072,0,0
454.994926920,0,1
454.996196576,1,1
454.998828280,0,1
454.998864186,0,0
456.004941748,0,1
456.007354764,0,0
457.014956516,0,1
457.017369782,0,0
458.024971410,0,1
458.027384426,0,0
459.034986250,0,1
459.037399518,0,0
460.045001156,0,1
460.047414172,0,0
461.055015922,0,1
461.057429190,0,0
462.065030802,0,1
462.067443820,0,0
463.075045678,0,1
463.077458946,0,0
464.085060532,0,1
464.087473550,0,0
465.095075386,0,1
465.096345080,1,1
465.098976888,0,1
465.099012902,0,0
466.105090348,0,1
466.107503616,0,0
467.115105208,0,1
467.117518226,0,0
468.125120052,0,1
468.127533320,0,0
469.135134872,0,1
469.137547888,0,0
470.145149756,0,1
470.147563022,0,0
471.155164612,0,1
471.157577628,0,0
472.165179420,0,1
472.167592686,0,0
473.175194340,0,1
473.177607358,0,0
474.185209150,0,1
474.187622418,0,0
475.195224034,0,1
475.196493676,1,1
475.199125772,0,1
475.199161300,0,0
476.205238824,0,1
476.207651840,0,0
477.215253736,0,1
477.217666754,0,0
478.225268582,0,1
478.227681600,0,0
479.235283418,0,1
479.237696434,0,0
480.245298222,0,1
480.247711238,0,0
481.255313130,0,1
481.257726146,0,0
482.265327944,0,1
482.267740960,0,0
483.275342852,0,1
483.277755868,0,0
484.285357682,0,1
484.287770698,0,0
485.295372520,0,1
485.296642134,1,1
485.299274400,0,1
485.299309786,0,0
486.305387382,0,1
486.307800398,0,0
487.315402288,0,1
487.317815304,0,0
488.325417090,0,1
488.327830106,0,0
489.335431884,0,1
489.337845150,0,0
490.345446744,0,1
490.347859760,0,0
491.355461576,0,1
491.357874842,0,0
492.365476438,0,1
492.367889454,0,0
493.375491216,0,1
493.377904484,0,0
494.385506100,0,1
494.387919118,0,0
495.395520968,0,1
495.396790578,1,1
495.399422640,0,1
495.399458232,0,0
496.405535802,0,1
496.407948818,0,0
497.415550670,0,1
497.417963686,0,0
498.425565452,0,1
498.427978468,0,0
499.435580296,0,1
499.437993562,0,0
500.445595132,0,1
500.448008148,0,0
501.455609980,0,1
501.458023246,0,0
502.465624836,0,1
502.468037852,0,0
503.475639650,0,1
503.478052916,0,0
504.485654528,0,1
504.488067546,0,0
505.495669362,0,1
505.496939082,1,1
505.499570726,0,1
505.499606878,0,0
506.505684292,0,1
506.508097558,0,0
507.515699170,0,1
507.518112186,0,0
508.525713964,0,1
508.528127232,0,0
