Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 8,Channel 9
0.000000000,0,0,0,0,0,0,0
3.992603368,0,1,0,0,0,0,0
3.992743368,0,1,0,1,0,0,0
4.021943832,1,1,0,1,0,0,0
4.022288540,1,0,0,1,0,0,0
4.022386460,1,0,0,1,1,0,0
4.022516104,1,0,0,0,1,0,0
5.003038564,0,0,0,0,1,0,0
5.003382800,0,1,0,0,1,0,0
5.003613176,0,1,1,0,1,0,0
5.003629196,0,1,1,0,0,0,0
5.003801360,0,1,1,0,0,0,1
5.006429364,0,1,1,0,0,0,0
5.006447724,0,1,1,0,0,1,0
5.031969724,1,1,1,0,0,1,0
5.032314464,1,0,1,0,0,1,0
5.032402568,1,0,1,0,1,1,0
5.032532192,1,0,1,1,1,1,0
6.011965808,0,0,1,1,1,1,0
6.012310228,0,1,1,1,1,1,0
6.012418248,0,1,1,1,0,1,0
6.012547872,0,1,1,0,0,1,0
6.041965040,1,1,1,0,0,1,0
6.042309652,1,0,1,0,0,1,0
6.042418696,1,0,1,0,1,1,0
6.042548320,1,0,1,1,1,1,0
7.021991720,0,0,1,1,1,1,0
7.022336264,0,1,1,1,1,1,0
7.022434288,0,1,1,1,0,1,0
7.022563908,0,1,1,0,0,1,0
7.051990936,1,1,1,0,0,1,0
7.052335268,1,0,1,0,0,1,0
7.052434812,1,0,1,0,1,1,0
7.052564436,1,0,1,1,1,1,0
8.032017544,0,0,1,1,1,1,0
8.032361872,0,1,1,1,1,1,0
8.032450396,0,1,1,1,0,1,0
8.032580016,0,1,1,0,0,1,0
8.062016796,1,1,1,0,0,1,0
8.062361100,1,0,1,0,0,1,0
8.062450892,1,0,1,0,1,1,0
8.062580516,1,0,1,1,1,1,0
9.042012796,0,0,1,1,1,1,0
9.042357280,0,1,1,1,1,1,0
9.042466424,0,1,1,1,0,1,0
9.042596048,0,1,1,0,0,1,0
9.072012076,1,1,1,0,0,1,0
9.072356816,1,0,1,0,0,1,0
9.072466984,1,0,1,0,1,1,0
9.072596608,1,0,1,1,1,1,0
10.052038668,0,0,1,1,1,1,0
10.052383492,0,1,1,1,1,1,0
10.052482516,0,1,1,1,0,1,0
10.052612136,0,1,1,0,0,1,0
10.082037860,1,1,1,0,0,1,0
10.082382380,1,0,1,0,0,1,0
10.082482924,1,0,1,0,1,1,0
10.082612548,1,0,1,1,1,1,0
11.062064420,0,0,1,1,1,1,0
11.062408932,0,1,1,1,1,1,0
11.062498580,0,1,1,1,0,1,0
11.062628200,0,1,1,0,0,1,0
11.092063692,1,1,1,0,0,1,0
11.092408272,1,0,1,0,0,1,0
11.092498940,1,0,1,0,1,1,0
11.092628564,1,0,1,1,1,1,0
12.072059708,0,0,1,1,1,1,0
12.072403692,0,1,1,1,1,1,0
12.072514528,0,1,1,1,0,1,0
12.072644148,0,1,1,0,0,1,0
12.102058940,1,1,1,0,0,1,0
12.102403268,1,0,1,0,0,1,0
12.102514940,1,0,1,0,1,1,0
12.102644564,1,0,1,1,1,1,0
13.082085396,0,0,1,1,1,1,0
13.082430036,0,1,1,1,1,1,0
13.082530436,0,1,1,1,0,1,0
13.082660056,0,1,1,0,0,1,0
13.112084648,1,1,1,0,0,1,0
13.112428980,1,0,1,0,0,1,0
13.112530964,1,0,1,0,1,1,0
13.112660588,1,0,1,1,1,1,0
14.093179240,0,0,1,1,1,1,0
14.093523880,0,1,1,1,1,1,0
14.093757584,0,1,0,1,1,1,0
14.093773588,0,1,0,1,0,1,0
14.093945752,0,1,0,1,0,1,1
14.096573756,0,1,0,1,0,1,0
14.096592132,0,1,0,1,0,0,0
14.122110340,1,1,0,1,0,0,0
14.122454796,1,0,0,1,0,0,0
14.122546904,1,0,0,1,1,0,0
14.122676548,1,0,0,0,1,0,0
15.102106280,0,0,0,0,1,0,0
15.102450672,0,1,0,0,1,0,0
15.102562380,0,1,0,0,0,0,0
15.102691984,0,1,0,1,0,0,0
15.132105544,1,1,0,1,0,0,0
15.132450096,1,0,0,1,0,0,0
15.132562828,1,0,0,1,1,0,0
15.132692468,1,0,0,0,1,0,0
16.112132012,0,0,0,0,1,0,0
16.112476744,0,1,0,0,1,0,0
16.112578268,0,1,0,0,0,0,0
16.112707868,0,1,0,1,0,0,0
16.142131228,1,1,0,1,0,0,0
16.142475496,1,0,0,1,0,0,0
16.142578856,1,0,0,1,1,0,0
16.142708496,1,0,0,0,1,0,0
17.122157660,0,0,0,0,1,0,0
17.122502516,0,1,0,0,1,0,0
17.122594228,0,1,0,0,0,0,0
17.122723828,0,1,0,1,0,0,0
17.152156872,1,1,0,1,0,0,0
17.152501328,1,0,0,1,0,0,0
17.152594684,1,0,0,1,1,0,0
17.152724328,1,0,0,0,1,0,0
18.132152820,0,0,0,0,1,0,0
18.132497368,0,1,0,0,1,0,0
18.132610140,0,1,0,0,0,0,0
18.132739740,0,1,0,1,0,0,0
18.162182540,1,1,0,1,0,0,0
18.162527028,1,0,0,1,0,0,0
18.162610572,1,0,0,1,1,0,0
18.162740216,1,0,0,0,1,0,0
19.142178432,0,0,0,0,1,0,0
19.142523072,0,1,0,0,1,0,0
19.142625972,0,1,0,0,0,0,0
19.142755572,0,1,0,1,0,0,0
19.172177648,1,1,0,1,0,0,0
19.172522168,1,0,0,1,0,0,0
19.172626400,1,0,0,1,1,0,0
19.172756040,1,0,0,0,1,0,0
20.152204044,0,0,0,0,1,0,0
20.152548340,0,1,0,0,1,0,0
20.152641800,0,1,0,0,0,0,0
20.152771404,0,1,0,1,0,0,0
20.182203288,1,1,0,1,0,0,0
20.182548056,1,0,0,1,0,0,0
20.182642288,1,0,0,1,1,0,0
20.182771932,1,0,0,0,1,0,0
21.162229664,0,0,0,0,1,0,0
21.162574244,0,1,0,0,1,0,0
21.162657640,0,1,0,0,0,0,0
21.162787240,0,1,0,1,0,0,0
21.192228892,1,1,0,1,0,0,0
21.192573408,1,0,0,1,0,0,0
21.192658204,1,0,0,1,1,0,0
21.192787848,1,0,0,0,1,0,0
21.193959324,1,0,0,0,1,0,1
21.194695320,1,0,0,0,1,1,1
21.194695400,1,0,0,0,1,1,0
21.195382404,1,0,0,0,0,1,0
21.195512004,1,0,1,0,0,1,0
21.195684128,1,0,1,0,0,1,1
21.196296140,1,0,1,0,0,1,0
21.196314516,1,0,1,0,0,0,0
22.172224768,0,0,1,0,0,0,0
22.172569188,0,1,1,0,0,0,0
22.172673500,0,1,1,0,1,0,0
22.172803124,0,1,1,1,1,0,0
22.202223988,1,1,1,1,1,0,0
22.202568536,1,0,1,1,1,0,0
22.202674040,1,0,1,1,0,0,0
22.202803660,1,0,1,0,0,0,0
23.182250380,0,0,1,0,0,0,0
23.182594800,0,1,1,0,0,0,0
23.182689300,0,1,1,0,1,0,0
23.182818924,0,1,1,1,1,0,0
23.212249632,1,1,1,1,1,0,0
23.212594244,1,0,1,1,1,0,0
23.212689808,1,0,1,1,0,0,0
23.212819432,1,0,1,0,0,0,0
24.193344108,0,0,1,0,0,0,0
24.193688688,0,1,1,0,0,0,0
24.193916264,0,1,0,0,0,0,0
24.193932248,0,1,0,0,1,0,0
24.194104436,0,1,0,0,1,0,1
24.196732440,0,1,0,0,1,0,0
24.196750796,0,1,0,0,1,1,0
24.222275192,1,1,0,0,1,1,0
24.222619804,1,0,0,0,1,1,0
24.222705624,1,0,0,0,0,1,0
24.222835224,1,0,0,1,0,1,0
25.202270960,0,0,0,1,0,1,0
25.202615320,0,1,0,1,0,1,0
25.202720944,0,1,0,1,1,1,0
25.202850588,0,1,0,0,1,1,0
25.232270252,1,1,0,0,1,1,0
25.232614928,1,0,0,0,1,1,0
25.232721432,1,0,0,0,0,1,0
25.232851032,1,0,0,1,0,1,0
26.212296496,0,0,0,1,0,1,0
26.212640884,0,1,0,1,0,1,0
26.212736696,0,1,0,1,1,1,0
26.212866340,0,1,0,0,1,1,0
26.242295788,1,1,0,0,1,1,0
26.242640524,1,0,0,0,1,1,0
26.242737280,1,0,0,0,0,1,0
26.242866884,1,0,0,1,0,1,0
27.222322032,0,0,0,1,0,1,0
27.222666924,0,1,0,1,0,1,0
27.222752484,0,1,0,1,1,1,0
27.222882128,0,1,0,0,1,1,0
27.252321344,1,1,0,0,1,1,0
27.252665800,1,0,0,0,1,1,0
27.252753052,1,0,0,0,0,1,0
27.252882656,1,0,0,1,0,1,0
28.232317124,0,0,0,1,0,1,0
28.232661796,0,1,0,1,0,1,0
28.232768236,0,1,0,1,1,1,0
28.232897876,0,1,0,0,1,1,0
28.262316308,1,1,0,0,1,1,0
28.262660580,1,0,0,0,1,1,0
28.262768832,1,0,0,0,0,1,0
28.262898436,1,0,0,1,0,1,0
29.242342608,0,0,0,1,0,1,0
29.242687188,0,1,0,1,0,1,0
29.242784064,0,1,0,1,1,1,0
29.242913704,0,1,0,0,1,1,0
29.272341848,1,1,0,0,1,1,0
29.272686180,1,0,0,0,1,1,0
29.272784496,1,0,0,0,0,1,0
29.272914100,1,0,0,1,0,1,0
30.252368160,0,0,0,1,0,1,0
30.252713080,0,1,0,1,0,1,0
30.252799832,0,1,0,1,1,1,0
30.252929472,0,1,0,0,1,1,0
30.282367392,1,1,0,0,1,1,0
30.282711816,1,0,0,0,1,1,0
30.282800256,1,0,0,0,0,1,0
30.282929860,1,0,0,1,0,1,0
31.262363160,0,0,0,1,0,1,0
31.262707428,0,1,0,1,0,1,0
31.262815552,0,1,0,1,1,1,0
31.262945196,0,1,0,0,1,1,0
31.292362376,1,1,0,0,1,1,0
31.292706832,1,0,0,0,1,1,0
31.292816024,1,0,0,0,0,1,0
31.292945628,1,0,0,1,0,1,0
31.294186872,1,0,0,1,0,1,1
31.294922884,1,0,0,1,0,0,1
31.294922948,1,0,0,1,0,0,0
31.295609988,1,0,0,1,1,0,0
31.295739612,1,0,1,1,1,0,0
31.295911740,1,0,1,1,1,0,1
31.296523752,1,0,1,1,1,0,0
31.296542108,1,0,1,1,1,1,0
32.272388644,0,0,1,1,1,1,0
32.272733284,0,1,1,1,1,1,0
32.272831244,0,1,1,1,0,1,0
32.272960864,0,1,1,0,0,1,0
32.302387912,1,1,1,0,0,1,0
32.302732464,1,0,1,0,0,1,0
32.302831760,1,0,1,0,1,1,0
