Time [s],Channel 9,Channel 10,Channel 11
2088.541700624,0,1,1
2088.542457820,0,1,0
2088.544921794,0,0,0
2089.011695372,0,0,1
2089.011698198,0,1,1
2089.012455392,0,1,0
2089.014919366,0,0,0
2089.481692944,0,0,1
2089.481695770,0,1,1
2089.482452966,0,1,0
2089.484916938,0,0,0
2089.951690518,0,0,1
2089.951693342,0,1,1
2089.952450538,0,1,0
2089.954914512,0,0,0
2090.421687090,0,0,1
2090.421689916,0,1,1
2090.422447110,0,1,0
2090.424911084,0,0,0
2090.891684664,0,0,1
2090.891687300,0,1,1
2090.892444684,0,1,0
2090.894908468,0,0,0
2091.361682236,0,0,1
2091.361685060,0,1,1
2091.362442256,0,1,0
2091.364906230,0,0,0
2091.831679808,0,0,1
2091.831682634,0,1,1
2091.832439830,0,1,0
2091.834903802,0,0,0
2092.301677382,0,0,1
2092.301680206,0,1,1
2092.302437402,0,1,0
2092.304901374,0,0,0
2092.771674954,0,0,1
2092.771677778,0,1,1
2092.772434974,0,1,0
2092.774898948,0,0,0
2093.241671526,0,0,1
2093.241674350,0,1,1
2093.242431546,0,1,0
2093.244895520,0,0,0
2093.711669100,0,0,1
2093.711671924,0,1,1
2093.712429120,0,1,0
2093.714893092,0,0,0
2094.181666672,0,0,1
2094.181669496,0,1,1
2094.182426692,0,1,0
2094.184890664,0,0,0
2094.651664244,0,0,1
2094.651667068,0,1,1
2094.652424264,0,1,0
2094.654888238,0,0,0
2095.121661816,0,0,1
2095.121664642,0,1,1
2095.122421838,0,1,0
2095.123792718,1,1,0
2095.125268726,0,1,0
2095.125386684,0,0,0
2095.591660390,0,0,1
2095.591663214,0,1,1
2095.592420410,0,1,0
2095.594884382,0,0,0
2096.061657962,0,0,1
2096.061660786,0,1,1
2096.062417984,0,1,0
2096.064881956,0,0,0
2096.531654534,0,0,1
2096.531657360,0,1,1
2096.532414556,0,1,0
2096.534878528,0,0,0
2097.001652108,0,0,1
2097.001654932,0,1,1
2097.002412128,0,1,0
2097.004876100,0,0,0
2097.471649680,0,0,1
2097.471652504,0,1,1
2097.472409700,0,1,0
2097.474873674,0,0,0
2097.941647252,0,0,1
2097.941650078,0,1,1
2097.942407272,0,1,0
2097.944871246,0,0,0
2098.411644824,0,0,1
2098.411647650,0,1,1
2098.412404846,0,1,0
2098.414868818,0,0,0
2098.881642398,0,0,1
2098.881645222,0,1,1
2098.882402418,0,1,0
2098.884866390,0,0,0
2099.351638970,0,0,1
2099.351641794,0,1,1
2099.352398990,0,1,0
2099.354862962,0,0,0
2099.821636542,0,0,1
2099.821639366,0,1,1
2099.822396562,0,1,0
2099.824860536,0,0,0
2100.291634114,0,0,1
2100.291636940,0,1,1
2100.292394134,0,1,0
2100.294858108,0,0,0
2100.761631686,0,0,1
2100.761634512,0,1,1
2100.762391708,0,1,0
2100.764855680,0,0,0
2101.231629260,0,0,1
2101.231632084,0,1,1
2101.232389280,0,1,0
2101.234853252,0,0,0
2101.701626832,0,0,1
2101.701629656,0,1,1
2101.702386852,0,1,0
2101.704850826,0,0,0
2102.171624404,0,0,1
2102.171627230,0,1,1
2102.172384426,0,1,0
2102.174848398,0,0,0
2102.641620978,0,0,1
2102.641623802,0,1,1
2102.642380998,0,1,0
2102.644844970,0,0,0
2103.111618550,0,0,1
2103.111621374,0,1,1
2103.112378570,0,1,0
2103.114842544,0,0,0
2103.581616122,0,0,1
2103.581618946,0,1,1
2103.582376142,0,1,0
2103.584840114,0,0,0
2104.051613694,0,0,1
2104.051616518,0,1,1
2104.052373714,0,1,0
2104.054837688,0,0,0
2104.521611266,0,0,1
2104.521614090,0,1,1
2104.522371286,0,1,0
2104.523740988,1,1,0
2104.525216996,0,1,0
2104.525334884,0,0,0
2104.991607838,0,0,1
2104.991610664,0,1,1
2104.992367858,0,1,0
2104.994831832,0,0,0
2105.461604410,0,0,1
2105.461607236,0,1,1
2105.462364430,0,1,0
2105.464828404,0,0,0
2105.931601982,0,0,1
2105.931604808,0,1,1
2105.932362004,0,1,0
2105.934825976,0,0,0
2106.401599554,0,0,1
2106.401602380,0,1,1
2106.402359576,0,1,0
2106.404823548,0,0,0
2106.871597126,0,0,1
2106.871599952,0,1,1
2106.872357148,0,1,0
2106.874821120,0,0,0
2107.341594698,0,0,1
2107.341597524,0,1,1
