time_s,node,asn,src,err_ns
30.492208299,child5,3008,frame,-60233
30.505827629,child6,3008,frame,-1493
30.524088916,child7,3008,frame,-48108
30.536146121,child8,3008,frame,-54249
30.542024953,child9,3008,frame,-72250
30.548436576,child10,3008,frame,-99990
30.549757492,child1,3008,frame,-32716
30.557155782000002,child2,3008,frame,-43340
30.571144736999997,child3,3008,frame,-37841
30.580586609,child4,3008,frame,-62875
40.828759868,child7,4042,frame,8
40.839707198,child8,4042,frame,-75
40.84729653,child9,4042,frame,140
40.851272279,child1,4042,frame,26
40.855079069,child10,4042,frame,-84
40.86395965,child2,4042,frame,-112
40.874808147,child3,4042,frame,-122
40.883999020000005,child4,4042,frame,-101
40.89870285,child5,4042,frame,-73
40.907580888999995,child6,4042,frame,-85
50.707070264,child5,5029,frame,-195
50.708883222,child6,5029,frame,-224
50.739513089,child7,5029,frame,16
50.743441754,child8,5029,frame,-117
50.752080669,child9,5029,frame,-113
50.753935877,child1,5029,frame,-118
50.759515417,child10,5029,frame,-201
50.768996163999994,child2,5029,frame,56
50.779686827999996,child3,5029,frame,16
50.788618534,child4,5029,frame,23
60.565239248,child10,6016,frame,160
60.574021204,child2,6016,frame,-89
60.585432451,child3,6016,frame,56
60.593687908,child4,6016,frame,-2
60.611146986,child5,6016,frame,182
60.617946735,child6,6016,frame,53
60.646319894,child8,6016,frame,48
60.647035476999996,child7,6016,frame,-98
60.658407266000005,child9,6016,frame,5
60.658515974000004,child1,6016,frame,46
70.449603809,child8,7003,frame,53
70.451324559,child7,7003,frame,35
70.463570222,child1,7003,frame,142
70.46398793099999,child9,7003,frame,-77
70.46750180500001,child10,7003,frame,-110
70.478838885,child2,7003,frame,15
70.492134132,child3,7003,frame,-2
70.499483421,child4,7003,frame,16
70.518998583,child5,7003,frame,-113
70.52989820500001,child6,7003,frame,-83
80.77529388100001,child10,8037,frame,-125
80.780355255,child2,8037,frame,-97
80.798133167,child3,8037,frame,-124
80.802340082,child4,8037,frame,38
80.820513119,child5,8037,frame,-65
80.84007236400001,child6,8037,frame,38
80.856945318,child8,8037,frame,-109
80.857485943,child7,8037,frame,36
80.866145566,child9,8037,frame,-75
